,collectiondb,creator,description,extent,language,regdate,rights,title
97,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,역사가 인 저자는 피자의 기원부터 진화까지의 모든 역사를 한 권에 담았습니다. 가난한 나폴리가 사용하는 다양한 재료를 얹은 평평한 빵이 이탈리아와 미국의 피자 고향을 시작으로 역사와 문화의 궤도를 따라 국경을 넘어 세계에 어떻게 친숙해 졌는지 자세히 설명합니다.,231,Kor,2011-11-21T00:00:00+09:00,캐럴 헬스토스키/ 김지선,피자의 지구사
98,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"이 책은시를 가지고 놀 때 가장 행복한 시선 생인 정재 아 시인이 쓴 책이다. 이 책은 청소년들이시에 익숙해지는 진정한 비밀을 보여준다. 시를 읽으면 그 안에 담긴 삶과 철학, 예술을 발견 할 수 있다는 깨달음을 전달합니다.",195,Kor,2012-08-24T00:00:00+09:00,정재아,시를 만나러 갑니다
99,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"평생 나비를 연구 해 온 나비 의사 인 저자는 나비에 대한 모든 것을 담고 있습니다. 각 챕터는 나비-달걀-애벌레-번데기-나비 순으로 구성되어 있으며, 제비 꼬리 나비, 양배추 나비, 제비 나비 등 한국 나비를 비롯한 전 세계의 다양한 나비들의 이야기를 들려줍니다. 인디고 남부 공작 나비로. 주기.",227,Kor,2012-03-12T00:00:00+09:00,신유항,나비가 좋아지는 나비책
100,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"50 대 작가와 10 대 아이가 훔친 소중한 물건을 되찾기 위해 디지털 기술을 실험하는 6 개월간의 로그 아웃 생활에 대해 이야기합니다. 아이들의 집중력 향상, 학업 성적 향상, 숨겨진 재능 발견, 가족 대화 증가로 가족 사랑 심화 등 예상치 못한 실험 결과를 소개합니다.",411,Kor,2012-02-13T00:00:00+09:00,"수잔 모샤트/ 안진환, 박아람",로그아웃에 도전한 우리의 겨울
101,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"보드 게임, 스윙 댄스, 여행, 파티 등. 작가는 글을 쓰고 강의를하고 다시 게임을 먹고, 작가는 반대말, 질문 등을한다. 플레이와 관련된 정보를 소개하고 플레이하면서 자연스럽게 얻을 수있는 감정을 언급합니다.",143,Kor,2012-02-15T00:00:00+09:00,이명석,논다는 것
102,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"Vol. “세계 경제 원칙 시리즈”4 편. 청년들이 원리로부터 경제학을 배우고 경제학에 대한 올바른 시각을 갖도록 돕는다. 시장과 무역의 역사를 살펴보고 세계화가 노동자와 기업, 선진국과 개발 도상국, 환경과 문화를 포함한 전체 사회에 미치는 영향과 부작용을 조사합니다. 세계화와 관련된 경제 용어를 설명하고 관련 인터넷 사이트에 대한 정보를 포함합니다.",91,Kor,2012-02-23T00:00:00+09:00,데이비드 앤드류스/ 김시래 외,청소년을 위한 세계경제원론 04 - 세계화의 두 얼굴
103,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"프랑스 아동 및 청소년 문학 작가 프랑수아 지 (François Zee)의 장편 소설로, 2025 년 가상의 미래 공간에서 빈곤과 폭력이 지배하는 야만적 인 세계와 싸우는 17 세 고아 소녀 이리 엘의 이야기를 다룹니다. 버려진 아이조드와 함께 더 나은 삶을 살고, 그가 옳고 살 가치가있는 것을 숙고하는 방식을 통해 희망을 보여줍니다.",283,Kor,2012-04-05T00:00:00+09:00,프랑수아즈 제/ 최정수,지하세계 아이들
104,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,매주 수요일 일본 대사관 앞에서 '수요 집회'를 개최하는 일본군 위안부 여성이 알코올 중독자 아버지로부터 탈출 한 소녀 봄이를 통해 거의 20 년 동안 일본 정부의 진심 어린 사과를 기다리고있다. 일본군 위안부 할머니 커뮤니티 '나눔의 집'에서 잠시. 할머니들의 이야기는 아이들이 쉽게 이해할 수 있도록 동화 형식으로 전달됩니다.,103,Kor,2012-03-30T00:00:00+09:00,"최은영 글, 허구 그림",수요일의 눈물
105,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,코카콜라 광고에 등장한 북극곰을 디자인 한 삽화가이자 소련 스탈린 시대 10 살 소년에게 일어난 이틀간의 사건을 그린 작가의 첫 번째 소설이다. '교실'이라는 공간을 통해 맹신이 만들어 낸 절대적인 힘의 환상을 보여준다.,172,Kor,2012-11-20T00:00:00+09:00,유진 옐친/김영선,세상에서 가장 완벽한 교실
106,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,조선 후기 신신준 학자의 《전 여암》 등의 역사 서적 기록을 바탕으로 만든 장편 이야기이다. 강진 사의 집종 '서돌 무치'가 세상을 떠나는 정체를 찾아 가고있다.,192,Kor,2012-11-26T00:00:00+09:00,"장성자 글, 최현묵 그림","비거, 하늘을 날다"
107,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"카피라이터, 여행자, 개업 가로 살았던 작가와 독특한 사진을 찍고 스페인 요리를 요리하는 사진가가 만나는 우리 주변에서 흔히 볼 수있는 99 개 사물에 대한 반성과 사진이 담긴 포토 에세이 모음입니다.",224,Kor,2012-12-01T00:00:00+09:00,"이민우 글, 정세영 사진",사물의 사생활
108,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"14 ~ 17 세기 중반 유럽의 역사는 '예술, 약탈, 해적, 전쟁, 흑사병, 종교 개혁, 과학, 마녀, 노예, 대량 학살, 제국주의'라는 11 가지 키워드를 중심으로 세 심하게 검토된다. 르네상스에 대한 새로운 사실을 배울뿐만 아니라 다른 관점에서 르네상스의 역사를 밝힐 수있는 기회를 제공 할 것입니다.",264,Kor,2012-11-10T00:00:00+09:00,도현신,르네상스의 어둠
109,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"“나는 누구인가”,“행복은 무엇인가”,“사람이 죽지 않으면 어떻게 될까?”와 같은 15 개의 철학적 질문을 던져 청소년들을 철학의 세계로 안내합니다. 철학은 나를 아는 것에서 시작하여 다른 사람들이 세상을 이해하도록 이끄는 생각이라고합니다.",261,Kor,2012-11-30T00:00:00+09:00,고규홍 외 2명,생각하는 십대를 위한 철학 교과서 나
110,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"장애인 복지 분야의 저자들은 장애인 복지 선진국 재활 시설을 살펴 보았다. 세계 최초로 연구, 교육, 의료를 접목하여 대학 병원의 성공 모델을 제시 한 미국 존스 홉킨스 병원 등 23 개 재활 시설과 시설을 소개합니다.",244,Kor,2012-11-16T00:00:00+09:00,백경학 외 9인,장애인 복지 천국을 가다
111,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"2011 년 제 1 회 청년 창업 아카데미 졸업생 중 가장 뛰어난 업적을 가진 21 명을 선발하였으며, 이들과의 집중 인터뷰를 통해 노하우와 성공 마인드를 다루었습니다.",256,Kor,2012-11-12T00:00:00+09:00,중진공 청년창업사관학교,"청년, 창업에 미치다"
112,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,이 책은 아이들의 삶과 밀접한 관련이있는 주제에 대한 인본주의 적 해석입니다. 1 권에서는 연구에 초점을 맞추고 2 권에서는 주제가 아름다움이며 어린이가 경험할 수있는 상황이나 친숙한 이야기와 관련하여 관련 질문을 설명합니다.,164,Kor,2013-04-29T00:00:00+09:00,"김윤경, 한기호","생각이 크는 인문학(1, 2)"
113,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"<세계에 대해 알아야 할 교양> 시리즈의 국제 관계 부분입니다. 국제 관계의 기본 목적에서 지구 온난화, 영토 분쟁, 테러, 생물 다양성 파괴 등 다양한 이슈가 국제 관계의 관점에서 소개되었습니다.",128,Kor,2013-06-05T00:00:00+09:00,닉 헌터/황선영,세상에 대하여 우리가 더 잘 알아야 할 교양24-국제관계
114,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"최순우의 <무량수전 배 기둥 위에 서기>는 청소년들에게 쉽게 설명 할 수있는 4 권의 책 시리즈로 출간되었다. 1 권 <한국의 아름다움과 아름다움>, 2 권 <한국 건축>, 3 권 <한국화>, 4 권 <한국 공예와 도자기>로 구성되어 한국의 아름다움을 쉽게 보여줍니다.",176,Kor,2013-05-20T00:00:00+09:00,최순우,청소년을 위한 무량수전 배흘림기둥에 기대서서(1-4)
115,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,6 · 25 사망자의 유골 발견에 대한 작가의 현장 경험과 그곳에서들은 주민들과 참전 용사의 증언을 자세히 설명하는 책입니다. 실제 전쟁을 겪은 사람들의 감정과 끔찍한 한국 전쟁의 사실을 생생하게 전합니다.,326,Kor,2013-06-10T00:00:00+09:00,이용석,죽은 자들의 증언
116,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,인생의 성공으로 이끄는 '꿈의 힘'과이를 실현하기 위해 청년 수준에서 어떤 노력을 기울여야하는지 설명하는 책이다. 청년들이 꿈을 가져야하는 이유와 함께 작가의 다양한 연구 방법을 소개했다.,204,Kor,2013-05-15T00:00:00+09:00,고승덕,꿈으로 돌파하라
117,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"이 책은 삼국지부터 제 2 차 세계 대전까지 다양한 전장에서 벌어진 흥미로운 사건들과 함께 과학적 지식을 전달합니다. 전쟁 이야기는 흥미로워지기 위해 처음 제시되었으며, 이해를 돕기 위해 과학 지식에 대한 간략한 설명이 추가되었습니다.",168,Kor,2013-05-20T00:00:00+09:00,위빙정/정주은,전쟁 이야기 속에 숨은 과학을 찾아라
118,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"이 책은 어린이 수준에서 10 년 안에 유망 할 것으로 예상되는 100 개의 직업을 소개합니다. 각 직업을 간략히 정의하고 그 역할과 특성을 설명한 다음 그 직업을 꿈꾸는 아이들이 가져야 할 역량을 소개합니다.
하다.",224,Kor,2013-05-07T00:00:00+09:00,"최정원, 정미선",어린이를 위한 미래직업100
119,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,교육 평론가와 동화 작가가 쓴 청소년 교육 소설. 청소년들이 공부를 방해하는 요인들을 극복하고 자기 주도적 삶을 영위 할 수 있도록 돕는 콘텐츠로 구성되어 있습니다. 사춘기를 겪는 부모와 아이가 읽을 때 그 의미를 더욱 특별하게 만드는 이야기.,224,Kor,2016-05-24T00:00:00+09:00,"이범, 홍은경",사춘기 수호천사
120,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"이 책은 '기술'이라는 다른 코드로 인류의 문명 역사에 대한 흥미로운 설명입니다. 이 책에서 저명한 역사가 인 저자는 문명에 영향을 미치는 기술과 도구가 어디에서 발명되고 어떤 경로를 통해 확산되었는지, 국가와 문화가이를 수용하고 활용하는 방법을 살펴보고 그 결과를 분석합니다.",264,Kor,2016-07-14T00:00:00+09:00,다니엘 R. 헤드릭/김영태,테크놀로지: 문명을 읽는 새로운 코드
121,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"지금까지 다양한 인공 지능과 로봇이 알파 고 증후군에서 발생하는 몇 가지 질문에 답하기 위해 개발되었습니다. 인공 지능은 도대체 무엇인지, 인공 지능과 로봇이 얼마나 발전했는지, 그 한계는 무엇인지, 인류에 대한 위협이 될 것인지에 대한 질문에 답하기 위해 개발되었습니다. 물론 우리는 인공 지능이 시뮬레이션하는 인간 두뇌의 특성과 메커니즘을 조사합니다.",268,Kor,2016-06-22T00:00:00+09:00,이종호,로봇은 인간을 지배할 수 있을까
122,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"소행성의 위협,이를 극복 할 수있는 인간 기술, 소행성이 인류에게 가져올 기회에 대한 과학 다큐멘터리입니다. 저자의 광범위한 지식, 흥미로운 이야기, 우주에 대한 예리한 통찰력은 우주의 위험과 기회에 대한 새로운 관점을 제공합니다.",288,Kor,2016-06-27T00:00:00+09:00,플로리안 프라이슈테터/유영미,소행성 적인가 친구인가
123,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"대담한 색채, 툭툭 그림, 시적인 글은 오늘날 이곳에 살고있는 우리의 이야기를 들려줍니다. 살기가 쉽지 않은 요즘, 평범한 작은 시민들의 일상을 여름 소나기로 표현한이 작품은 상큼한 청량 음료처럼 차갑고 맑은 에너지를들이 마신다.",44,Kor,2016-06-10T00:00:00+09:00,전미화,빗방울이 후두둑
124,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,판소리 내레이션 스타일을 빌려 읽고 듣는 재미를 두 배로 한 창의적인 판소리 동화입니다. 주된 동기는 돌로 만든 장승의 코를 깎고 한국 민화들 사이에서 마셔서 아이뿐만 아니라 어른도 읽을 수 있도록 임신 한 '북수'의 이야기 '북수' 재미있는 방법으로.,136,Kor,2016-01-27T00:00:00+09:00,"엄수경 글, 양준호 그림",코 없는 벅수
125,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"서로의 다양한 갈등을 이해하고지지하며 힘차게 극복하는 아이들의 동화. 절친과의 싸움 끝에 혼자가 된 소년, 아버지의 빚보증을 받고 혼자 시골로 내려온 소녀, 사업 실패로 대화가 사라진 가족 ..., 서로 오해해도 잠시 소원을 빌며 결국 화해 할 수 있음을 보여줍니다.",188,Kor,2016-09-30T00:00:00+09:00,"배봉기 글, 장경혜 그림","달콤, 매콤"
126,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"김동인, 김남천, 임화, 김영랑, 박용철, 이효석 등 우리 문인의 글쓰기 철학, 비법, 글쓰기 철학의 원리, 비밀, 원리 강하고 세심한 글쓰기 실력으로 수많은 독자들을 매료시킨, 흥미로운 배경 이야기를 소개합니다.", 228,Kor,2016-10-14T00:00:00+09:00,김동인 외,"글 쓰는 것이 아니다, 짓는 것이다"
127,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,일본에서 큰 인기를 끌었던 TED 공감 강의를 편집했습니다. '진짜 꿈'이 아닌 사람들에게 힘을 포기하라는 지루한 충고 나 격려 대신 '어차피 할 수 없어'라는 말을 버리는 것이다. 무엇을해야할지 간절히 부탁합니다.,224,Kor,2016-08-10T00:00:00+09:00,우에마쓰 쓰토무/최려진,꿈이 없다고 말하는 그대에게
128,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,이 그래픽 노블은 2015 년 뉴베리 아너 상을 수상하며 갑자기 청력을 잃은 작가가 경험 한 다양한 경험과 감정을 그린다. 무거운 화제가 될 수있는 '장애'이야기는 유쾌하고 행복하게 전달되어 독자들이 함께 행복합니다.,242,Kor,2016-07-15T00:00:00+09:00,시시 벨/고정아,엘 데포
129,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,이 책은 아일랜드 시인 예이츠의 《아일랜드 농민 동화와 민속》과 《아일랜드 동화》와는 별개의 동화집이다. 영국 통치하에 아일랜드 사람들에 대한 열등감에서 벗어나 민속에서 살아있는 사람들의 고유 한 정체성을 되 찾으려는 예이츠의 욕망이 담겨 있습니다.,384,Kor,2016-10-10T00:00:00+09:00,W. B. 예이츠/김혜연,요정을 믿지 않는 어른들을 위한 요정이야기
130,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,우리는 병자 호 시대와 왕가가 인질로 심양으로 끌려 갈 때까지 46 일 동안 남한산성에서 일한 일을 기록한 나만 갑의 '병자 록'에서 일부를 발췌했다. 주변국의 변화에 ​​신경 쓰지 않고 전쟁 준비를 소홀히했던 조선 시대가 얼마나 고통을 겪어야했는지를 분명히 보여준다., 224,Kor,2016-07-30T00:00:00+09:00,"나만갑(기록)/김종윤 글, 김예진 그림 ",호란일기
131,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"이 책은 10 년 만에 개정, 연장 된이 책은 250 년의 등반 역사와 함께 지난 10 년 동안의 등반 기술과 추세의 변화를 살펴보고 새로운 데이터 발견을 통해 불분명 한 사건을 보완합니다. 산을 오르는 과정과 정신을 철학적으로 탐구하고 한계를 극복 한 인간의 내면과 열정을 흥미롭게 조명한다.",568,Kor,2017-03-20T00:00:00+09:00,이용대,"등산, 도전의 역사"
132,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"심리학 사에서 큰 의미가있는 다양한 심리 실험을 소개하고 심리학의 개념을 자세히 설명한다. '바퀴벌레 육상 경기', '아무것도하지 않는 실험', '동기화 실험', '스키너의 상자 실험'등의 이야기를 통해 사람들의 심리학과 심리학을 제대로 배울 수 있습니다.",136,Kor,2017-04-25T00:00:00+09:00,"강현식 글, 홍성지 그림",열 길 물속보다 더 깊은 마음속을 속속들이 파헤치는 심리 교실
133,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"변호사 아빠가 10 대 아이를 위해 쉽고 재미있게 쓴 헌법 이야기. 중, 고등학교 사회 과목에서 반드시 배워야 할 '헌법'은 쉽게 접할 수 있고, 재미있게 배려하는 글이 돋보인다. 대한민국 헌법 전문을 부록으로수록하여 헌법의 내용을 정확하게 검토하실 수 있습니다.",216,Kor,2017-03-27T00:00:00+09:00,양지열,헌법 다시 읽기
134,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"전상국, 이순원 등 7 명의 주니어 작가가 1930 년대 대표 젊은 작가 김유정의 80 주년을 기념한다. · Spring”의 배경 이야기는 자신의 상상력으로 만들어져 하나의 책으로 통합되었습니다.",168,Kor,2017-04-25T00:00:00+09:00,김유정기념사업회 ,"다시, 봄·봄"
135,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,1930 년대 독일 슈투트가르트에서 유태인 소년과 독일 귀족 소년의 우정에 관한 소설이다. 나치즘과 홀로 코스트에 관한 가장 널리 읽혀진 소설 중 하나입니다. 1 년여에 걸쳐 그는 두 사춘기 소년 사이의 우정 과정을 생생하게 묘사했다.,160,Kor,2017-02-10T00:00:00+09:00,프레드 울만/황보석 ,동급생
136,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"어머니의 마음으로 자녀와 부모를 생각하며 선정 된 영화 30 편을 소개하는 책이다. 가족, 사랑, 함께하는 삶, 함께하는 세상, 삶과 죽음 등의 이야기를 다섯 부분으로 나누어 아이들과 함께 삶과 사회를 전반적으로 성찰하는 시간을 갖는다.",276,Kor,2017-04-10T00:00:00+09:00,강안 ,엄마의 영화관
137,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"이 책은 교육 전문가로서 모든 세대를 대상으로 교육을 실천하고있는 작가들이 모인 넓은 시선, 깊은 시선, 예리한 시선을 기르는 독서 방법을 소개하는 책이다. 너비 읽기, 깊이 읽기, 높이 읽기 등에 대한 종류 설명도 일반 학습 방법론에서 읽을 수 있습니다.",368,Kor,2014-09-15T00:00:00+09:00,김승 외,베이스 캠프
138,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,이 책은 시각 장애인을위한 세계 최초의 자동차를 개발 한 과학자 데니스 홍의 이야기를 담고 있습니다. 어린 시절로 보였던 영화 <스타 워즈>에서 시작된 꿈이 로봇 연구소의 설립으로 이어질 때까지 수많은 좌절을 극복하고 노력하는 과정을 소개합니다.,160,Kor,2014-08-22T00:00:00+09:00,"데니스 홍 글, 유준재 그림",로봇 박사 데니스 홍의 꿈 설계도
139,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,재활용 페트병으로 만든 전구와 발판으로 물을 펌핑하는 펌프 등 간단하고 저렴한 적절한 기술을 소개하는 그림책입니다. 그는 전 세계적으로 도움이 필요한 사람들이 많다는 사실을 상기시키고 적절한 기술의 필요성을 강조했습니다.,52,Kor,2014-08-05T00:00:00+09:00,"임정진 글, 심성엽 그림","세상을 행복하게 하는 작은 노력, 적정기술"
140,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"그림이 담긴 에세이집으로, 김병종 화가가 16 년 동안 함께해온 개가 죽은 후 해결 될 수없는 슬픔을 극복하기 위해 개와의 첫 만남부터 소중한 첫 만남의 순간은 텍스트와 그림이 포함 된 장면에서 장면으로 천천히 되돌아갑니다.",164,Kor,2014-09-24T00:00:00+09:00,김병종,"자스민, 어디로 가니?"
141,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"마을에서 푸른 말이 태어 났을 때 사람들은 그것을 '푸른 물결'이라고 명명하고 강력한 총잡이로 키 웠습니다. 매번 승리를 가져 왔지만 비극을 일으킨 블루 웨이브는 그 존재에 대한 의구심을 불러 일으킨다. 블랙, 화이트, 블루의 강렬한 조합으로 은유와 상징을 담은 그림책입니다.",56,Kor,2014-09-20T00:00:00+09:00,"유준재 글, 그림",파란파도
142,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,이 책은 예술의 전당에서 열린 Edvard Munch Seoul Exhibition (2014.7.3.-10.12.)을 기념하여 Munch의 일반적인 삶과 그의 미술계를 바라보며 그의 예술적 철학적 메시지를 전하고자 출판되었다. . 어린이부터 어른까지 이해하기 쉬운 방식으로 작성되었습니다.,144,Kor,2014-07-23T00:00:00+09:00,호정은 외,뭉크와 떠나는 미술관 여행
143,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"세종대왕의 '훈민정음 해례본'을 집필하여 어린이를위한 훈민정음의 원리를 자세하게 설명하고있다. 첫째, 해례 문의 내용을 검토 한 후 한글과 관련된이 이야기들을 하단에 지속적으로 전달하여 한글의 역사를 함께 이해할 수 있도록한다.", ,Kor,2014-09-19T00:00:00+09:00,"이기범 글, 지문 그림",훈민정음 해례본
144,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,철학자의 생각을 풀고 허구와 조화를 이루는 프랑스 철학 시리즈 인 8 권 아인슈타인은 무지의 세계를 밝게 비추는 외로운 등대지기 알버트 아인슈타인을 소개합니다. 뮌헨에서 열리는 맥주 축제의 조명을 설치하는 일을 맡고있는 한 청년 아인슈타인은 우주의 법칙에 맞서고 있습니다.,80,Kor,2015-07-20T00:00:00+09:00,"프레데릭 모를로 글, 안마르고 람슈타인 그림/허보미",아인슈타인의 빛: 아인슈타인
145,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,어른이 만든 틀에 꿈을 가둔 한국 청년들은 자신이 좋아하고 잘하는 것을 찾아 자신의 삶을 디자인하도록 장려한다. 전문 고등학교의 디자인 교사로서 작가는 디자인 프로세스를 사용하여 삶을 디자인하는 방법을 소개합니다.,252,Kor,2015-07-08T00:00:00+09:00,임경묵 ,꿈을 디자인하라
146,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,혼자 집을 지키고 있던 세 마리의 개가 외로움으로 길을 나선 뒤 암탉과 수염 난 염소를 만나 함께 여행을 떠나기로했다. 다섯 친구는 함께 노래하고 서로를 격려하며 흥미로운 이야기를 나눕니다. 여정이 힘들더라도 합창단은 끝까지 포기하지 않습니다.,143,Kor,2015-06-10T00:00:00+09:00,"원재길 글, 허구 그림",바다로 가는 합창단
147,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"중학생 제시가 일상에서 역사를 제대로 아는 것이 얼마나 중요한지 깨닫는 청춘 소설이다. 가족 사랑, 괴롭힘, 장애인 편견, 이주민에 대한 부조리, 치매로 고통받는 할머니, 돈을 벌기 위해 해외로 나간 아버지, 마을의 외국인 노동자 등 다양한 사회 문제가있다.",224,Kor,2015-07-28T00:00:00+09:00,앤 부스/김선영,다하우에서 온 편지
148,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,이 작품은 근대 문명과 도시인의 삶에 대한 근본적인 의문을 불러 일으키며 주인공 천투의 신비하고 놀라운 성장 이야기를 들려 준다. 사회와 어른의 논리를 배우기보다 적극적으로 이슈를 제기하고 저항하는 주인공 대머리 소년 천투의 이야기는 즐겁고 그의 독특한 상상력이 독자들의 시선을 사로 잡는다.,304,Kor,2015-07-06T00:00:00+09:00,창신강/전수정 ,여섯 번째 머리카락
149,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"임진 전쟁 이후 일본의 작은 섬 마을 시대 이후 조선 소년의 이야기, 일본에서 외국인으로 살아가는 한국 아이의 힘든 시절, 그로부터 생기는 자부심, 그리고 그 첫 번째 설렘 우연히 만난 일본인 소녀. 그는 다른 시대와 다른 공간의 이야기에 새로운 숨을 불어 넣었습니다.",216,Kor,2015-07-30T00:00:00+09:00,한정영 ,히라도의 눈물
150,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"이 책은 공병호 박사가 지난 10 년 동안 자신의 홈페이지에 게재 한 책들 중 가장 사랑받는 인용구와 그에게 감동을 준 한 마디를 모은 책이다. 세계적인 예술가, CEO, 자기 계발 전문가부터 역경에서 일어난 평범한 사람들까지 책의 인용문과 문구를 제시합니다.",259,Kor,2010-09-27T00:00:00+09:00,공병호,공병호의 우문현답
151,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"이 책은 종교, 문학, 신화, 예술, 건축, 대중 문화에 포함 된 사랑과 섹스를 끌어 내고 문화 인류학을 반영한다. 지구의 탄생부터 문명, 종교, 전쟁, 혁명 등 주요 역사적 사건에 이르기까지 사랑과 사랑의 관계를 살펴 봅니다. 사랑이 빈곤과 차별을 해결하는 열쇠임을 강조합니다.",357,Kor,2010-09-10T00:00:00+09:00,루츠 판 다이크/ 전은경,청소년을 위한 사랑과 성의 역사
152,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,'20 세기 후반 최고의 풍자 '로 불린 러셀 베이커의 자서전입니다. 작가는 4 살 때 자신 만의 재치와 유머 감각으로 삼촌의 집에서 어머니와 여동생과 함께 아버지가 뭉개진 절박한 상황을 그려 냈다. 이 책으로 그는 1983 년에 평화와 자서전을위한 퓰리처 상을 수상했습니다.,435,Kor,2010-10-30T00:00:00+09:00,러셀 베이커/ 송제훈,러셀 베이커 자서전 : 성장
153,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"청소년의 혹독한 삶을 반영하고 그들의 방황을 만지는 청소년 시집입니다. 지친 몸과 마음에 위안의 말이 절실히 필요한 청소년들의 마음에 공감하고, 희망과 용기를 잃지 말라는 건강한 의식을 통해 긍정적 인 에너지를 얻어 세상에서 활기차게 살아갈 수 있도록 돕는다.",102,Kor,2010-11-25T00:00:00+09:00,안오일,그래도 괜찮아
154,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"이 책은 르네상스부터 19 세기까지 서양 미술에 침투해온 '입체 물체를 2 차원으로 구현하는 방법'이라는 질문을 담은 트롬 프 뢰일을 다룬다. 매달린 사냥 물 그림, 벽에 걸린 종이, 판화 나 판화를 모방 한 그림, 그림에 그려진 그림 등 트롱 페뢰 유의 다양한 측면을 소개합니다.",215,Kor,2010-10-18T00:00:00+09:00,이연식,눈속임 그림
155,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"한국 역사 문화 연구원 원장 인 작가는 기존 역사 책에서는 찾아 볼 수없는 새로운 '바다지도'를 그려 우리나라 해상 발전의 역사와 바다의 지배를 묘사하며, 바다 무대에서 활약 한 동아시아의 주인공이었습니다. 청소년에게 그것은 역사의 나머지 절반이 교과서의 공백을 메우도록 가르칩니다.",219,Kor,2010-10-25T00:00:00+09:00,"김용만 글, 백명식 그림",지도로 보는 우리 바다의 역사
156,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"이 책은 네이버 캐스트 시리즈 '철학의 숲'을 원작으로하여 고대, 중세, 근대 22 명의 철학자를 연령 순으로 재구성 한 것이다. 위대한 철학자들의 관심사가 무엇인지, 그 관심사 끝에 제기 된 질문과 답변이 서로 어떻게 연결되어 있는지, 그리고 그 과정에서 철학 개념이 어떻게 형성되었는지를 보여줍니다.",279,Kor,2011-02-25T00:00:00+09:00,박일호 외,"철학의 숲, 길을 묻다"
157,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,사회 심리학자 인 저자는 육식 계에 동물과 인간이 어떤 상황에 놓여 있는지 매우 구체적으로 분석하여 육식의 해악을 강조합니다. 전장에서 총을 쏘지 않는 군인과 한국의 개고기 시장 등 다양한 사례와 과학적 연구 결과를 통해 육식에 대한 사람들의 심리적 메커니즘을 설명하는 것은 흥미 롭다.,238,Kor,2011-02-21T00:00:00+09:00,멜라니 조이/ 노순옥,우리는 왜 개는 사랑하고 돼지는 먹고 소는 신을까
