#date,checker,turbidity,ph,chlorine,temperature,conductivity
"17:00:00,","도곡동(강남수도),",0.04947288706898689,7.1,0.25,6.8,276.0
"17:00:00,","반포,",0.05,6.9,0.35,6.8,305.0
"17:00:00,","내곡동(연간단가),",0.05,7.2,0.31,5.767780303955078,267.0
"17:00:00,","반포동(자이A),",0.03,7.0,0.41,5.2,236.0
"17:00:00,","방배동(청두공원),",0.028673965483903885,7.088440418243408,0.3138386905193329,11.650409698486328,217.21446228027344
"17:00:00,","내곡,",0.04,7.0,0.35072335600852966,8.5,273.0
"17:00:00,","우면동(품질시험소),",0.04,7.2,0.3,8.9,270.0
"17:00:00,","논현동(논현초교),",0.1,7.154966831207275,0.21,50.1,121.0
"17:00:00,","양재동(매헌초교),",0.11,7.1,0.33,7.1,266.0
"17:00:00,","삼성,",0.015247143805027008,7.0,0.42,6.0,100.0
"17:00:00,","봉은,",0.05,7.1,0.41,7.9,268.0
"17:00:00,","삼성,",0.02,7.0,0.39,6.0,214.7994384765625
"17:00:00,","자곡동(자곡증압),",0.04,7.1,0.34,4.8,272.0
"17:00:00,","삼성동(삼성증압),",0.04,7.1,0.35,6.0,292.0
"18:00:00,","서초,",0.04,7.1,0.38,6.5,308.0
"18:00:00,","방배,",0.05,7.137768745422363,0.36,6.6,274.0
"18:00:00,","일원,",0.07,7.1,0.42,7.6,289.0
"18:00:00,","우면산,",0.02526094764471054,7.086766242980957,0.30119985342025757,4.560552597045898,266.904052734375
"18:00:00,","도곡동(강남수도),",0.05,7.1,0.25,6.7,275.0
"18:00:00,","반포,",0.05,6.9,0.36,6.8,305.0
"18:00:00,","내곡동(연간단가),",0.05,7.2,0.29,7.2,266.0
"18:00:00,","반포동(자이A),",0.03,7.0,0.45,4.7,238.0
"18:00:00,","방배동(청두공원),",0.031017500907182693,7.081308841705322,0.3190622329711914,11.865249633789062,225.4910430908203
"18:00:00,","내곡,",0.04,7.0,0.36,8.7,274.0
"18:00:00,","우면동(품질시험소),",0.04294474422931671,7.2,0.31,8.7,272.0
"18:00:00,","논현동(논현초교),",0.11,7.1,0.21,50.1,117.0
"18:00:00,","양재동(매헌초교),",0.11,7.1,0.33,7.0,267.0
"18:00:00,","삼성,",0.02,7.0,0.43,6.0,100.0
"18:00:00,","봉은,",0.05350136384367943,7.1,0.4,8.0,267.0
"18:00:00,","수서,",0.02,7.0,0.38,6.0,100.0
"18:00:00,","자곡동(자곡증압),",0.04,7.1,0.39,4.6,276.0
"18:00:00,","삼성동(삼성증압),",0.04,7.1,0.37,5.9,293.0
"19:00:00,","서초,",0.04,7.045183181762695,0.38,6.5,307.0
"19:00:00,","방배,",0.05,7.1,0.36,6.6,273.0
"19:00:00,","일원,",0.05,7.1,0.45,7.6,288.0
"19:00:00,","우면산,",0.024538027122616768,7.0751190185546875,0.3045441806316376,4.611745834350586,264.8470764160156
"19:00:00,","도곡동(강남수도),",0.05,7.1,0.24,6.7,275.0
"19:00:00,","반포,",0.05,6.9,0.35,6.9,306.0
"19:00:00,","내곡동(연간단가),",0.05,7.2,0.29,7.2,265.0
"19:00:00,","반포동(자이A),",0.03,6.9,0.45,4.8,238.0
"19:00:00,","방배동(청두공원),",0.031099848449230194,7.078066349029541,0.3170037865638733,11.997082710266113,228.85218811035156
"19:00:00,","내곡,",0.06,7.0,0.35,8.5,273.0
"19:00:00,","우면동(품질시험소),",0.04,7.2,0.29,8.6,273.0
"19:00:00,","논현동(논현초교),",0.1,7.1,0.21,50.1,184.32521057128906
"19:00:00,","양재동(매헌초교),",0.11,7.1,0.33,7.0,267.0
"19:00:00,","삼성,",0.02,7.0,0.43,6.0,100.0
"19:00:00,","봉은,",0.05,7.1,0.39,8.0,265.0
"19:00:00,","수서,",0.02,7.0,0.37,6.0,100.0
"19:00:00,","자곡동(자곡증압),",0.04,7.1,0.39,4.4,254.1426544189453
"19:00:00,","삼성동(삼성증압),",0.04,7.1,0.36,5.8,292.0
"20:00:00,","서초,",0.04,7.1,0.39,6.5,307.0
"20:00:00,","삼성동(삼성증압),",0.05,7.2,0.36,6.6,273.0
"20:00:00,","일원,",0.06,7.1,0.42,7.6,285.0
"20:00:00,","우면산,",0.03,7.1,0.03,6.6,269.3945617675781
"20:00:00,","도곡동(강남수도),",0.05,7.1,0.28128600120544434,6.8,275.0
"20:00:00,","반포,",0.05,6.9,0.35,7.0,306.0
"20:00:00,","내곡동(연간단가),",0.05,7.2,0.31,7.2,268.0
"20:00:00,","반포동(자이A),",0.03,7.0,0.43,5.0,237.0
"20:00:00,","방배동(청두공원),",0.029926985502243042,7.087099075317383,0.31011712551116943,11.543401718139648,230.0894317626953
"20:00:00,","내곡,",0.04,7.0,0.35,8.7,273.0
"20:00:00,","우면동(품질시험소),",0.04,7.2,0.29,8.4,274.0
"20:00:00,","논현동(논현초교),",0.1,7.133406639099121,0.21,48.71718215942383,120.0
"20:00:00,","양재동(매헌초교),",0.11,7.1,0.33,5.711167335510254,267.0
"20:00:00,","삼성,",0.02,7.001040458679199,0.43,6.0,100.0
"20:00:00,","봉은,",0.05,7.1,0.38,8.0,263.0
"20:00:00,","수서,",0.02,7.0,0.37,6.0,110.09107971191406
"20:00:00,","자곡동(자곡증압),",0.04,7.1,0.34,4.4,272.0
"20:00:00,","삼성동(삼성증압),",0.04,7.1,0.34,5.7,291.0
"21:00:00,","서초,",0.04,7.1,0.4,6.4,307.0
"21:00:00,","방배,",0.05,7.2,0.36,6.6,273.0
"21:00:00,","일원,",0.05,7.1,0.33,7.6,286.0
"21:00:00,","우면산,",0.02,7.1,0.03,6.6,272.0
"21:00:00,","도곡동(강남수도),",0.05,7.1,0.24,6.844472408294678,274.0
"21:00:00,","반포,",0.05,6.9,0.34,7.0,306.0
"18:00:00,","내곡동(연간단가),",0.04688595235347748,7.121976852416992,0.33,7.1,269.0
"21:00:00,","반포동(자이A),",0.03,7.0,0.43,5.0,237.0
"21:00:00,","방배동(청두공원),",0.02791251614689827,7.091224670410156,0.32724377512931824,11.271069526672363,217.73345947265625
"21:00:00,","내곡,",0.04,7.0,0.32,8.6,274.0
"21:00:00,","우면동(품질시험소),",0.04,7.2,0.29,8.3,275.0
"21:00:00,","논현동(논현초교),",0.09,7.1,0.2,50.37960433959961,119.0
"21:00:00,","양재동(매헌초교),",0.11,7.1,0.33,6.7,242.9141845703125
"21:00:00,","삼성,",0.02,7.0,0.44,6.0,100.0
"21:00:00,","봉은,",0.05,7.0,0.38,8.0,261.0
"21:00:00,","수서,",0.02,7.0,0.39,6.0,100.0
"21:00:00,","자곡동(자곡증압),",0.04,7.2,0.33,4.4,270.0
"21:00:00,","삼성동(삼성증압),",0.04,7.1,0.34,5.6,289.0
"22:00:00,","서초,",0.04,7.1,0.4,6.5,306.0
"22:00:00,","방배,",0.05,7.2,0.36,6.6,273.0
"22:00:00,","일원,",0.05,7.078725814819336,0.29,7.7,289.0
"22:00:00,","우면산,",0.03,7.1,0.03,6.5,268.0
"22:00:00,","도곡동(강남수도),",0.05,7.1,0.24,6.7,274.0
"22:00:00,","반포,",0.05001324415206909,6.9,0.33,7.0,305.0
"22:00:00,","내곡동(연간단가),",0.05,7.2,0.3,7.1,266.0
"22:00:00,","반포동(자이A),",0.03,6.9,0.43,5.1,237.0
"22:00:00,","방배동(청두공원),",0.027935363352298737,7.088692665100098,0.31974053382873535,11.515829086303711,226.3667755126953
"22:00:00,","내곡,",0.04,7.0,0.34,8.7,274.0
"22:00:00,","우면동(품질시험소),",0.04,7.2,0.31,8.2,276.0
"22:00:00,","논현동(논현초교),",0.09,7.1,0.2,49.9,119.0
"22:00:00,","양재동(매헌초교),",0.11,7.1,0.32,6.6,247.3480682373047
"22:00:00,","삼성,",0.02,7.0,0.44,6.0,100.0
"22:00:00,","봉은,",0.05,7.0,0.38,8.0,259.0
"22:00:00,","수서,",0.02,7.0,0.39,6.0,112.37025451660156
"22:00:00,","자곡동(자곡증압),",0.04,7.2,0.29,4.4,268.0
"22:00:00,","삼성동(삼성증압),",0.04,7.1,0.34,5.7,287.0
"23:00:00,","서초,",0.04,7.1,0.4,6.4,306.0
"23:00:00,","방배,",0.05,7.2,0.36,6.5,272.0
"23:00:00,","일원,",0.04,7.1,0.31,7.6,292.0
"23:00:00,","우면산,",0.03,7.097177028656006,0.03,6.4,267.0
"23:00:00,","도곡동(강남수도),",0.05,7.1,0.23,6.4,275.0
"23:00:00,","반포,",0.05,6.9,0.34,7.0,305.0
"23:00:00,","내곡동(연간단가),",0.05,7.2,0.3,7.1,264.0
"23:00:00,","반포동(자이A),",0.03,6.9,0.42,2.9384896755218506,237.0
"23:00:00,","방배동(청두공원),",0.02895113080739975,7.085468769073486,0.3273369073867798,11.508800506591797,221.3136749267578
"23:00:00,","내곡,",0.04,7.0,0.32,8.7,274.0
"23:00:00,","우면동(품질시험소),",0.04,7.2,0.31,8.3,275.0
"23:00:00,","논현동(논현초교),",0.09,7.137452125549316,0.2,49.858802795410156,119.0
"23:00:00,","양재동(매헌초교),",0.11,7.1,0.32,6.6,267.0
"23:00:00,","삼성,",0.02,7.0,0.44,6.0,100.0
"23:00:00,","봉은,",0.05,7.1,0.38,8.0,257.0
"22:00:00,","수서,",0.02,7.0,0.41,6.0,100.0
"23:00:00,","자곡동(자곡증압),",0.04,7.2,0.26,4.3,268.0
"23:00:00,","삼성동(삼성증압),",0.04,7.1,0.34,5.6,285.0
"00:00:00,","서초,",0.04,7.1,0.39,6.5,305.0
"00:00:00,","방배,",0.051058124750852585,7.2,0.36,6.5,272.0
"00:00:00,","일원,",0.05,7.1,0.3,7.6,262.8190002441406
"00:00:00,","우면산,",0.02518470399081707,7.078946113586426,0.30785128474235535,5.065385818481445,265.09979248046875
"00:00:00,","도곡동(강남수도),",0.05,7.1,0.23,6.2,275.0
"00:00:00,","반포,",0.05,6.9,0.32,6.9,305.0
"00:00:00,","내곡동(연간단가),",0.05,7.2,0.29,7.1,263.0
"00:00:00,","반포동(자이A),",0.03,6.9,0.41,5.3,237.0
"00:00:00,","방배동(청두공원),",0.03218225762248039,7.082986354827881,0.3267453610897064,12.334029197692871,224.1017608642578
"00:00:00,","내곡,",0.04,7.0,0.34,8.566200256347656,277.0
"00:00:00,","우면동(품질시험소),",0.04,7.2,0.29,8.2,276.0
"00:00:00,","논현동(논현초교),",0.1,7.2,0.2,50.1,118.0
"00:00:00,","양재동(매헌초교),",0.11,7.1,0.32,6.5,266.0
"00:00:00,","삼성,",0.02,7.0,0.43,6.0,100.0
"00:00:00,","봉은,",0.05,7.1,0.38,7.9,256.0
"00:00:00,","수서,",0.02,7.0,0.42,6.0,100.0
"00:00:00,","자곡동(자곡증압),",0.04,7.2,0.29,4.2,268.0
"00:00:00,","삼성동(삼성증압),",0.04,7.1,0.35,5.5,282.0
"01:00:00,","서초,",0.04089364781975746,7.1,0.39,6.2,303.0
"01:00:00,","방배,",0.05,7.2,0.36,6.4,270.0
"01:00:00,","일원,",0.09,7.1,0.3129371404647827,7.6,291.0
"01:00:00,","우면산,",0.03,7.0,0.03,6.3,265.0
"01:00:00,","도곡동(강남수도),",0.05,7.0,0.23,6.1,274.0
"01:00:00,","반포,",0.05,6.9,0.34,7.0,304.0
"01:00:00,","내곡동(연간단가),",0.05,7.2,0.29,6.8,261.0
"01:00:00,","반포동(자이A),",0.03,6.9,0.4,5.5,237.0
"14:00:00,","방배동(청두공원),",0.028990546241402626,7.080784797668457,0.31037572026252747,11.814374923706055,222.48812866210938
"01:00:00,","내곡,",0.04,7.0,0.33,8.7,275.0
"01:00:00,","우면동(품질시험소),",0.04,7.2,0.32,8.1,277.0
"01:00:00,","논현동(논현초교),",0.09,7.1,0.2,50.1,120.0
"01:00:00,","양재동(매헌초교),",0.11,7.1,0.33,6.4,264.0
"01:00:00,","삼성,",0.02,7.0,0.43,6.1,100.0
"01:00:00,","봉은,",0.05,7.1,0.38,7.9,255.0
"01:00:00,","수서,",0.02,7.0,0.43,6.0,100.0
"01:00:00,","자곡동(자곡증압),",0.04,7.1,0.3,4.2,268.0
"01:00:00,","삼성동(삼성증압),",0.04,7.1,0.35,5.5,281.0
"02:00:00,","서초,",0.04,7.1,0.38,6.3,301.0
"05:00:00,","방배,",0.05,7.2,0.35,6.4,268.0
"02:00:00,","일원,",0.09,7.1,0.32,7.6,293.0
"02:00:00,","우면산,",0.03,7.0,0.03,6.3,265.6463623046875
"02:00:00,","도곡동(강남수도),",0.05,7.0,0.24,6.0,268.0
"02:00:00,","반포,",0.05,6.9,0.36,6.9,303.0
"02:00:00,","내곡동(연간단가),",0.05,7.2,0.26,7.0,262.0
"02:00:00,","반포동(자이A),",0.03,6.9,0.39,5.6,237.0
"02:00:00,","방배동(청두공원),",0.02821057103574276,7.089771747589111,0.3227347433567047,11.957415580749512,224.17828369140625
"02:00:00,","내곡,",0.04,7.0,0.32,8.7,275.0
"02:00:00,","우면동(품질시험소),",0.04,7.2,0.31,8.1,277.0
"02:00:00,","논현동(논현초교),",0.1,7.1,0.21,50.1,120.0
"02:00:00,","양재동(매헌초교),",0.11,7.1,0.33,6.3,263.0
"02:00:00,","삼성,",0.02,7.0,0.42,6.1,100.0
"22:00:00,","봉은,",0.05,7.1,0.38,7.8,254.0
"02:00:00,","수서,",0.013191267848014832,7.0,0.41,6.1,100.0
"02:00:00,","자곡동(자곡증압),",0.04,7.1,0.31,4.3,252.6239013671875
"02:00:00,","삼성동(삼성증압),",0.04,7.1,0.34,5.5,280.0
"03:00:00,","서초,",0.04,7.1,0.38,6.4,300.0
"03:00:00,","방배,",0.05,7.2,0.34,6.4,269.0
"03:00:00,","일원,",0.06,7.1,0.29,7.7,290.0
"03:00:00,","우면산,",0.03,7.0,0.03,6.3,264.0
"03:00:00,","도곡동(강남수도),",0.05,7.1,0.25,5.9,262.0
"03:00:00,","반포,",0.05,6.9,0.38,6.9,298.0
"03:00:00,","내곡동(연간단가),",0.05,7.2,0.25,7.0,262.0
"03:00:00,","반포동(자이A),",0.03,7.0,0.38,5.7,237.0
"03:00:00,","방배동(청두공원),",0.03137636184692383,7.0783796310424805,0.3112942576408386,12.042193412780762,225.416259765625
"03:00:00,","내곡,",0.04,7.0,0.31,8.7,276.0
"03:00:00,","우면동(품질시험소),",0.04,7.2,0.29,8.0,276.0
"03:00:00,","논현동(논현초교),",0.1,7.2,0.21,50.1,120.0
"03:00:00,","양재동(매헌초교),",0.11,7.1,0.33,6.3,245.67820739746094
"03:00:00,","삼성,",0.02,7.0,0.42,6.2,100.0
"03:00:00,","봉은,",0.05,7.1,0.38,7.7,254.0
"03:00:00,","수서,",0.02,7.0,0.39,6.2,100.0
"03:00:00,","자곡동(자곡증압),",0.04,7.1,0.34,4.2,266.0
"03:00:00,","삼성동(삼성증압),",0.04,7.1,0.34,5.5,279.0
"18:00:00,","서초,",0.04,7.1,0.37,6.3,301.0
"04:00:00,","방배,",0.05,7.2,0.34,6.3,268.0
"04:00:00,","일원,",0.07,7.1,0.27,7.8,290.0
"04:00:00,","우면산,",0.02,7.0,0.03,6.3,264.0
"04:00:00,","도곡동(강남수도),",0.05,7.1,0.28430214524269104,5.8,257.0
"04:00:00,","반포,",0.05,6.9,0.3687268793582916,6.8,299.0
"04:00:00,","내곡동(연간단가),",0.05,7.2,0.29,6.9,263.0
"04:00:00,","반포동(자이A),",0.03237935155630112,7.0,0.37,5.7,237.0
"04:00:00,","방배동(청두공원),",0.0320153571665287,7.088490009307861,0.31730663776397705,12.167607307434082,217.28326416015625
"04:00:00,","내곡,",0.06,7.0,0.28,8.6,276.0
"04:00:00,","우면동(품질시험소),",0.04,7.2,0.28,8.0,276.0
"04:00:00,","논현동(논현초교),",0.1,7.2,0.21,50.1,119.0
"04:00:00,","양재동(매헌초교),",0.11,7.119620323181152,0.32,6.3,261.0
"04:00:00,","삼성,",0.02,7.0,0.41,6.3,100.0
"04:00:00,","봉은,",0.05,7.1,0.38,7.6,253.0
"04:00:00,","수서,",0.02,7.0,0.3506874442100525,6.3,116.07868957519531
"04:00:00,","자곡동(자곡증압),",0.04,7.1,0.35,4.2,264.0
"04:00:00,","삼성동(삼성증압),",0.04,7.1,0.34,5.5,278.0
"05:00:00,","서초,",0.04,7.1,0.37,6.3,301.0
"05:00:00,","방배,",0.05,7.2,0.33,6.3,268.0
"05:00:00,","일원,",0.08,7.1,0.27,7.7,291.0
"05:00:00,","우면산,",0.02,7.0,0.03,6.2,263.0
"05:00:00,","도곡동(강남수도),",0.05,7.1,0.27,5.7,257.0
"05:00:00,","반포,",0.05,6.9,0.39,6.8,302.0
"05:00:00,","내곡동(연간단가),",0.05,7.2,0.25,7.0,263.0
"05:00:00,","반포동(자이A),",0.03,7.0,0.36,5.8,237.0
"05:00:00,","방배동(청두공원),",0.029497435316443443,7.0873589515686035,0.31625378131866455,11.405211448669434,217.93438720703125
"05:00:00,","내곡,",0.09,7.0,0.29,8.6,276.0
"05:00:00,","우면동(품질시험소),",0.04,7.2,0.28,7.8,274.0
"05:00:00,","논현동(논현초교),",0.1,7.2,0.21,50.1,158.2486114501953
"05:00:00,","양재동(매헌초교),",0.11,7.1,0.32,6.3,262.0
"05:00:00,","삼성,",0.02,7.0,0.4,6.3,100.0
"05:00:00,","봉은,",0.05,7.1,0.38,7.5,253.0
"05:00:00,","수서,",0.02,7.0,0.33,6.3,100.0
"05:00:00,","자곡동(자곡증압),",0.04,7.1,0.36,4.1,263.0
"05:00:00,","삼성동(삼성증압),",0.04,7.1,0.33,5.6,277.0
"06:00:00,","서초,",0.04,7.1,0.36,6.3,300.0
"06:00:00,","방배,",0.05,7.2,0.33,6.2,267.0
"06:00:00,","일원,",0.08,7.1,0.27,7.9,289.0
"06:00:00,","우면산,",0.02,7.0,0.03,6.2,263.0
"06:00:00,","도곡동(강남수도),",0.05,7.1,0.28,5.6,256.0
"06:00:00,","반포,",0.05,6.9,0.4,6.8,302.0
"06:00:00,","내곡동(연간단가),",0.05,7.2,0.28,7.0,263.0
"06:00:00,","반포동(자이A),",0.04,7.0,0.35,5.9,237.0
"06:00:00,","방배동(청두공원),",0.02961251139640808,7.072997570037842,0.3129199147224426,12.231486320495605,223.64324951171875
"06:00:00,","내곡,",0.09,7.0,0.29,8.9,277.0
"06:00:00,","우면동(품질시험소),",0.04,7.2,0.27,7.9,274.0
"06:00:00,","논현동(논현초교),",0.09,7.2,0.21,50.1,118.0
"06:00:00,","양재동(매헌초교),",0.11,7.1,0.32,6.3,257.0
"06:00:00,","삼성,",0.02,7.0,0.39,6.3,100.0
"06:00:00,","봉은,",0.05,7.1,0.37,7.5,253.0
"06:00:00,","수서,",0.02,7.0,0.32,6.3,100.0
"06:00:00,","자곡동(자곡증압),",0.04,7.1,0.36,4.1,262.0
"06:00:00,","삼성동(삼성증압),",0.04,7.1,0.34,5.6,276.0
"07:00:00,","서초,",0.04,7.1,0.36,6.3,301.0
"07:00:00,","방배,",0.05,7.2,0.33,6.2,266.0
"07:00:00,","일원,",0.07,7.1,0.26,7.9,291.0
"07:00:00,","우면산,",0.02,7.0,0.03,6.2,263.0
"07:00:00,","도곡동(강남수도),",0.05,7.1,0.28,5.5,255.0
"07:00:00,","반포,",0.05,6.9,0.41,6.8,302.0
"07:00:00,","내곡동(연간단가),",0.05,7.2,0.22,6.9,262.0
"07:00:00,","반포동(자이A),",0.04,7.0,0.39,5.1,233.0
"07:00:00,","방배동(청두공원),",0.028856931254267693,7.082603454589844,0.3058510720729828,11.566296577453613,223.04502868652344
"07:00:00,","내곡,",0.06,7.0,0.3,9.1,276.0
"07:00:00,","우면동(품질시험소),",0.04,7.2,0.23,7.9,273.0
"07:00:00,","논현동(논현초교),",0.1,7.1,0.21,50.1,117.0
"07:00:00,","양재동(매헌초교),",0.11,7.1,0.32,6.2,253.0
"07:00:00,","삼성,",0.02,7.0,0.39,6.2,100.0
"07:00:00,","봉은,",0.05,7.1,0.36,7.4,253.0
"07:00:00,","수서,",0.02,7.0,0.35,6.2,100.0
"07:00:00,","자곡동(자곡증압),",0.04,7.1,0.32,4.1,263.0
"07:00:00,","삼성동(삼성증압),",0.04,7.1,0.34,5.5,275.0
"08:00:00,","서초,",0.04,7.1,0.36,6.3,300.0
"08:00:00,","방배,",0.05,7.2,0.33,5.25769567489624,264.0
"08:00:00,","일원,",0.08,7.1,0.32,7.7,265.5835876464844
"08:00:00,","우면산,",0.02,7.0,0.03,6.2,263.0
"08:00:00,","도곡동(강남수도),",0.05,7.1,0.28,6.0,255.0
"08:00:00,","반포,",0.05,6.9,0.41,6.9,303.0
"08:00:00,","내곡동(연간단가),",0.04707879200577736,7.2,0.25,6.9,259.0
"08:00:00,","반포동(자이A),",0.03,7.0,0.43,4.6,233.0
"08:00:00,","방배동(청두공원),",0.029424026608467102,7.0803608894348145,0.30882471799850464,11.750608444213867,226.7549285888672
"08:00:00,","내곡,",0.07,7.0,0.31,9.2,265.4136657714844
"08:00:00,","우면동(품질시험소),",0.04,7.2,0.23,7.7,271.0
"08:00:00,","논현동(논현초교),",0.1,7.1,0.21,50.1,116.0
"08:00:00,","봉은,",0.11,7.1,0.33,6.0,252.0
"08:00:00,","삼성,",0.02,7.0,0.38,6.1,100.0
"08:00:00,","봉은,",0.05,7.1,0.36,5.765993595123291,252.0
"08:00:00,","수서,",0.02,7.0,0.38,6.1,100.0
"08:00:00,","자곡동(자곡증압),",0.04,7.1,0.31,4.1,266.0
"08:00:00,","삼성동(삼성증압),",0.04,7.1,0.33,5.5,275.0
"09:00:00,","서초,",0.04,7.1,0.36,6.3,298.0
"09:00:00,","방배,",0.05,7.2,0.34,6.2,260.0
"09:00:00,","일원,",0.053052403032779694,7.1,0.37,7.6,287.0
"09:00:00,","우면산,",0.02,7.0,0.03,6.1,260.0
"09:00:00,","도곡동(강남수도),",0.05,7.1,0.25,6.6,256.0
"09:00:00,","반포,",0.05,6.9,0.4,6.9,304.0
"09:00:00,","내곡동(연간단가),",0.05,7.2,0.33487391471862793,6.9,258.0
"09:00:00,","반포동(자이A),",0.03,7.0,0.41,4.8,232.0
"09:00:00,","방배동(청두공원),",0.02860283851623535,7.086289882659912,0.3165682256221771,11.72868537902832,227.0557403564453
"09:00:00,","내곡,",0.08,7.0,0.31,9.0,274.0
"09:00:00,","우면동(품질시험소),",0.04,7.2,0.27,7.8,270.0
"09:00:00,","논현동(논현초교),",0.09,7.1,0.21,50.1,118.0
"09:00:00,","양재동(매헌초교),",0.11,7.1,0.33,5.9,255.0
"09:00:00,","삼성,",0.02,7.0,0.38,6.1,100.0
"09:00:00,","봉은,",0.05,7.097622871398926,0.36,7.5,254.04112243652344
"09:00:00,","수서,",0.02,7.0,0.38,6.1,100.0
"09:00:00,","자곡동(자곡증압),",0.04,7.1,0.26,4.3,271.0
"09:00:00,","삼성동(삼성증압),",0.04,7.2,0.34,5.4,273.0
"10:00:00,","서초,",0.04,7.1,0.37,6.3,294.0
"10:00:00,","방배,",0.05,7.2,0.35,6.1,258.0
"10:00:00,","일원,",0.09,7.1,0.47,7.4,274.0
"10:00:00,","우면산,",0.02,7.116507053375244,0.2807619273662567,6.1,257.0
"10:00:00,","도곡동(강남수도),",0.05,7.1,0.22,6.6,263.0
"10:00:00,","반포,",0.05,6.9,0.39,6.8,303.0
"10:00:00,","내곡동(연간단가),",0.05,7.2,0.25,6.9,261.0
"10:00:00,","반포동(자이A),",0.03,7.0,0.4,4.9,232.0
"10:00:00,","방배동(청두공원),",0.028489839285612106,7.077754497528076,0.29653400182724,11.96648120880127,216.52548217773438
"10:00:00,","내곡,",0.08,7.0,0.27,8.8,273.0
"10:00:00,","우면동(품질시험소),",0.04,7.2,0.28,7.7,267.0
"10:00:00,","논현동(논현초교),",0.1,7.1,0.2,50.1,118.0
"22:00:00,","양재동(매헌초교),",0.11,7.1,0.32,6.0,257.0
"10:00:00,","삼성,",0.02,7.0,0.38,6.1,100.0
"10:00:00,","봉은,",0.05,7.1,0.3685776889324188,7.5,246.0
"10:00:00,","수서,",0.02,7.0,0.37,6.1,100.0
"10:00:00,","자곡동(자곡증압),",0.04,7.1,0.29,4.5,269.0
"10:00:00,","삼성동(삼성증압),",0.03775256127119064,7.2,0.35,5.4,271.0
"11:00:00,","서초,",0.04,7.1,0.37,6.4,293.0
"11:00:00,","방배,",0.05,7.2,0.35,6.2,247.42283630371094
"11:00:00,","일원,",0.08,7.1,0.46,7.4,275.0
"11:00:00,","우면산,",0.33,6.0,0.0,7.0,253.0
"11:00:00,","도곡동(강남수도),",0.05,7.1,0.18,6.5,272.0
"11:00:00,","반포,",0.05,6.9,0.38,6.8,302.0
"11:00:00,","내곡동(연간단가),",0.05,7.2,0.21,7.1,268.0
"11:00:00,","반포동(자이A),",0.03,7.0,0.39,5.0,232.0
"11:00:00,","방배동(청두공원),",0.02890382893383503,7.087285995483398,0.3111555874347687,11.344597816467285,224.88134765625
"11:00:00,","내곡,",0.07,7.0,0.26,8.8,272.0
"05:00:00,","우면동(품질시험소),",0.04,7.2,0.29,8.0,266.0
"22:00:00,","논현동(논현초교),",0.09,7.1,0.2,49.9,119.0
"11:00:00,","양재동(매헌초교),",0.11,7.1,0.32,6.1,258.0
"11:00:00,","삼성,",0.02,7.0,0.3985883295536041,6.1,100.0
"11:00:00,","봉은,",0.05,7.1,0.37,7.5,243.0
"11:00:00,","수서,",0.02,7.0,0.36,6.1,100.0
"11:00:00,","자곡동(자곡증압),",0.04,7.2,0.38,4.4,255.0
"11:00:00,","삼성동(삼성증압),",0.04,7.2,0.35,5.3,268.0
"12:00:00,","서초,",0.04,7.1,0.37,6.3,277.9661865234375
"12:00:00,","방배,",0.05,7.2,0.371886670589447,6.2,256.0
"12:00:00,","일원,",0.07,7.1,0.43,7.5,276.0
"12:00:00,","내곡동(연간단가),",0.29,7.3,0.06,6.8,251.0
"12:00:00,","도곡동(강남수도),",0.05,7.1,0.2,6.6,268.0
"12:00:00,","반포,",0.05,6.9,0.37,6.9,300.0
"12:00:00,","내곡동(연간단가),",0.05,7.2,0.34,7.1,255.0
"22:00:00,","반포동(자이A),",0.03,7.0,0.38,5.067331790924072,232.0
"12:00:00,","방배동(청두공원),",0.028191035613417625,7.096001148223877,0.31865397095680237,11.60342788696289,222.87889099121094
"12:00:00,","내곡,",0.08,7.0,0.25,8.8,272.0
"12:00:00,","우면동(품질시험소),",0.04,7.2,0.26,8.2,264.0
"12:00:00,","논현동(논현초교),",0.09,7.2,0.2,50.1,162.08726501464844
"12:00:00,","봉은,",0.11,7.1,0.32,6.2,257.0
"12:00:00,","삼성,",0.02,7.0,0.38,6.1,100.0
"12:00:00,","봉은,",0.05,7.1,0.37,7.5,240.0
"12:00:00,","수서,",0.02,7.0,0.36,6.1,100.0
"12:00:00,","자곡동(자곡증압),",0.04,7.2,0.35,4.4,253.0
"12:00:00,","삼성동(삼성증압),",0.04,7.2,0.33,5.5,259.4704284667969
"13:00:00,","서초,",0.04,7.1,0.37,6.3,289.0
"13:00:00,","방배,",0.05,7.2,0.35,6.2,256.0
"13:00:00,","일원,",0.07,7.1,0.39,7.6,279.0
"18:00:00,","우면산,",0.07,7.3,0.0,7.3,247.0
"13:00:00,","도곡동(강남수도),",0.05,7.1,0.24,5.1478447914123535,259.0
"13:00:00,","반포,",0.05,6.9,0.36,6.8,298.0
"13:00:00,","내곡동(연간단가),",0.05,7.2,0.32,7.0,252.0
"13:00:00,","반포동(자이A),",0.03,7.0,0.37,5.2,232.0
"13:00:00,","방배동(청두공원),",0.031758345663547516,7.0929083824157715,0.3103475272655487,12.16431999206543,222.87049865722656
"13:00:00,","내곡,",0.06,7.0,0.28,8.6,271.0
"13:00:00,","우면동(품질시험소),",0.04,7.2,0.30003345012664795,8.4,262.0
"10:00:00,","논현동(논현초교),",0.1,7.2,0.21,50.1,115.0
