,eventName,eventVenue,eventContent,startDate,endDate,startTime,endTime,eventFare,eventOrganization,eventHost,phoneNumber,sponOrganization,numSeat,admissionFee,ageEntry,discountInfo,precaution,homepageLink,reserveInfo,parking,address1,address2,latitude,longitude,baseDate,code,providName,Unnamed: 27
558,목요풍류 - 수상자 초청공연-실내악,풍류사랑방,목요풍류,2017-03-02~,2017-05-25,20:00,21:20~,유료,국립국악원,국립국악원,02-580-3300,0,140.0,A석:20000원,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
559,목요풍류 - 수상자 초청공연 - 전통음악,풍류사랑방,목요풍류,2017-03-02~,2017-05-25,20:00,21:20~,유료,국립국악원,국립국악원,02-580-3300,0,140.0,A석:20000원,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
560,목요풍류 - 국립국악원의 풍류  음악의 궁극(窮極),풍류사랑방,목요풍류,2017-03-02~,2017-05-25,20:00,21:20~,유료,국립국악원,국립국악원,02-580-3300,0,140.0,A석:20000원,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
561,내 벗이 다섯이오. '오우가',예악당,내 벗이 다섯이오. '오우가',2017-03-03~,2017-03-03,20:00,21:20~,유료,국립국악원,(사)대한민국전통예술전승원,02-580-3300,문화재청.고용노동부.코오롱그룹.산림조합중앙회.(주)경우이앤씨.(주)대흥.(주)협진기계.네오프린텍(주),722.0,A석:50000원,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
562,토요국악동화-보석같은 이야기,풍류사랑방,토요국악동화,2017-03-04~,2017-05-27,14:00,14:50~,유료,국립국악원,국립국악원,02-580-3300,0,140.0,A석:20000원,12개월이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
563,토요명품공연,우면당,2017 토요명품공연,2017-01-07~,2017-12-30,15:00,16:20~,유료,국립국악원,국립국악원,02-580-3300,0,375.0,A석:20000원 B석:10000원,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
564,토요명품공연,우면당,2017 토요명품공연,2017-01-07~,2017-12-30,15:00,16:20~,유료,국립국악원,국립국악원,02-580-3300,0,375.0,A석:20000원 B석:10000원,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
565,토요명품공연,우면당,2017 토요명품공연,2017-01-07~,2017-12-30,15:00,16:20~,유료,국립국악원,국립국악원,02-580-3300,0,375.0,A석:20000원 B석:10000원,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
566,해화의 현대음악시리즈 Ⅰ,풍류사랑방,해화의 현대음악시리즈 Ⅰ,2017-01-17~,2017-01-17,19:30,20:40~,무료,국립국악원,해화,02-580-3300,0,140.0,0,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
567,만만파파 용피리,예악당,가족국악극 만만파파 용피리,2017-01-20~,2017-01-29,14:00,15:20~,유료,국립국악원,국립국악원,02-580-3300,0,722.0,S석:30000원 A석:20000원,직접입력,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
568,해금 노래에 실어(해금병창 발표회),풍류사랑방,해금 노래에 실어(해금병창 발표회),2017-01-21~,2017-01-21,18:00,19:00~,무료,국립국악원,이승희,02-580-3300,0,140.0,0,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
569,(선착순)설 연휴 한복 이벤트,예악당,(선착순)가족국악극 만만파파 용피리,2017-01-27~,2017-01-27,14:00,15:20~,무료,국립국악원,국립국악원,02-580-3300,0,722.0,0,36개월이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
570,(선착순)설 연휴 한복 이벤트,예악당,(선착순)가족국악극 만만파파 용피리,2017-01-28~,2017-01-28,14:00,15:20~,무료,국립국악원,국립국악원,02-580-3300,0,722.0,0,36개월이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
571,(선착순)설 연휴 한복 이벤트,예악당,(선착순)가족국악극 만만파파 용피리,2017-01-29~,2017-01-29,14:00,15:20~,무료,국립국악원,국립국악원,02-580-3300,0,722.0,0,36개월이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
572,국립국악원과 궁중화장품 후가 함께하는,예악당,제15회 후 해금예찬,2017-02-02~,2017-02-02,14:00,15:30~,무료,국립국악원,더 히스토리 오브 후. 국립국악원,02-580-3300,0,722.0,0,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
573,운림산방 구름으로 그린 숲,예악당,국립남도국악원 브랜드 공연,2017-02-10~,2017-02-11,15:00,16:30~,유료,국립국악원,국립국악원 국립남도국악원,02-580-3300,0,722.0,전석:10000원,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
574,운림산방 구름으로 그린 숲,예악당,국립남도국악원 브랜드 공연,2017-02-10~,2017-02-11,20:00,21:30~,유료,국립국악원,국립국악원 국립남도국악원,02-580-3300,0,722.0,전석:10000원,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
575,우면당 새 길을 걷다,우면당,우면당 재개관 기념공연 ''새 길을 걷다'',2017-02-15~,2017-02-25,15:00,16:30~,유료,국립국악원,국립국악원,02-580-3300,0,375.0,A석:20000원 B석:10000원,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
576,우면당 새 길을 걷다,우면당,우면당 재개관 기념공연 ''새 길을 걷다'',2017-02-15~,2017-02-25,20:00,21:30~,유료,국립국악원,국립국악원,02-580-3300,0,375.0,A석:20000원 B석:10000원,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
577,김광자와 송파민속예술단의 어울림 춤 공연,예악당,김광자 어울림 춤판,2017-02-17~,2017-02-17,19:30,20:50~,유료,국립국악원,수원여자 대학교 김광자,02-580-3300,0,722.0,A석:20000원 B석:10000원 R석:30000원,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
578,[기획]문화가 있는 날 ’월드콘-김영주 쿼텟’,한국소리문화의전당 명인홀,대중,2021-07-28~,2021-07-28,19:00,21:00~,무료,한국소리문화의전당,한국소리문화의전당,063-270-8000,0,0,0,8세이상관람가,0,0,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2021-07-26,6450000,전라북도,0
579,[기획]크리에터 토크쇼1 ’김경일’,한국소리문화의전당 연지홀,대중,2021-07-31~,2021-07-31,14:00,21:00~,유료,한국소리문화의전당,한국소리문화의전당,063-270-8000,0,0,30000,8세이상관람가,0,0,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2021-07-26,6450000,전라북도,0
580,the music 제4회 정기연주회,한국소리문화의전당 연지홀,클래식,2021-08-01~,2021-08-01,18:00,20:00~,무료,the music,the music,063-270-8000,0,0,0,8세이상관람가,0,0,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2021-07-26,6450000,전라북도,0
581,2021 전주세계소리축제 프로그램 발표회,한국소리문화의전당 명인홀,대중,2021-08-05~,2021-08-05,10:00,11:00~,무료,(사)전주세계소리축제 조직위,(사)전주세계소리축제 조직위,063-270-8000,0,0,0,8세이상관람가,0,0,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2021-07-26,6450000,전라북도,0
582,국악구연동화,국악박물관,국악구연동화 <쿵따쿵 이야기 보따리>,2017-04-14~,2017-11-17,10:00,12:00~,무료,국립국악원,국립국악원,02-580-3358,0,0.0,0,직접입력,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
583,국악구연동화,국악박물관,국악구연동화 <쿵따쿵 이야기 보따리>,2017-04-14~,2017-11-17,10:00,12:00~,무료,국립국악원,국립국악원,02-580-3358,0,0.0,0,직접입력,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
584,국악구연동화,국악박물관,국악구연동화 <쿵따쿵 이야기 보따리>,2017-04-14~,2017-11-17,15:00,17:00~,무료,국립국악원,국립국악원,02-580-3358,0,0.0,0,직접입력,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
585,국악구연동화,국악박물관,국악구연동화 <쿵따쿵 이야기 보따리>,2017-04-14~,2017-11-17,10:00,12:00~,무료,국립국악원,국립국악원,02-580-3358,0,0.0,0,직접입력,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
586,국악구연동화,국악박물관,국악구연동화 <쿵따쿵 이야기 보따리>,2017-04-14~,2017-11-17,15:00,17:00~,무료,국립국악원,국립국악원,02-580-3358,0,0.0,0,직접입력,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
587,국악구연동화,국악박물관,국악구연동화 <쿵따쿵 이야기 보따리>,2017-04-14~,2017-11-17,10:00,12:00~,무료,국립국악원,국립국악원,02-580-3358,0,0.0,0,직접입력,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
588,국악구연동화,국악박물관,국악구연동화 <쿵따쿵 이야기 보따리>,2017-04-14~,2017-11-17,15:00,17:00~,무료,국립국악원,국립국악원,02-580-3358,0,0.0,0,직접입력,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
589,국악구연동화,국악박물관,국악구연동화 <쿵따쿵 이야기 보따리>,2017-04-14~,2017-11-17,10:00,12:00~,무료,국립국악원,국립국악원,02-580-3358,0,0.0,0,직접입력,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
590,국악구연동화,국악박물관,국악구연동화 <쿵따쿵 이야기 보따리>,2017-04-14~,2017-11-17,15:00,17:00~,무료,국립국악원,국립국악원,02-580-3358,0,0.0,0,직접입력,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
591,국악구연동화,국악박물관,국악구연동화 <쿵따쿵 이야기 보따리>,2017-04-14~,2017-11-17,10:00,12:00~,무료,국립국악원,국립국악원,02-580-3358,0,0.0,0,직접입력,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
592,국악구연동화,국악박물관,국악구연동화 <쿵따쿵 이야기 보따리>,2017-04-14~,2017-11-17,15:00,17:00~,무료,국립국악원,국립국악원,02-580-3358,0,0.0,0,직접입력,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
593,국악구연동화,국악박물관,국악구연동화 <쿵따쿵 이야기 보따리>,2017-04-14~,2017-11-17,10:00,12:00~,무료,국립국악원,국립국악원,02-580-3358,0,0.0,0,직접입력,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
594,국악구연동화,국악박물관,국악구연동화 <쿵따쿵 이야기 보따리>,2017-04-14~,2017-11-17,15:00,17:00~,무료,국립국악원,국립국악원,02-580-3358,0,0.0,0,직접입력,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
595,국악구연동화,국악박물관,국악구연동화 <쿵따쿵 이야기 보따리>,2017-04-14~,2017-11-17,10:00,12:00~,무료,국립국악원,국립국악원,02-580-3358,0,0.0,0,5~7세,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
596,국악구연동화,국악박물관,국악구연동화 <쿵따쿵 이야기 보따리>,2017-04-14~,2017-11-17,15:00,17:00~,무료,국립국악원,국립국악원,02-580-3358,0,0.0,0,5~7세,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
597,국악구연동화,국악박물관,국악구연동화 <쿵따쿵 이야기 보따리>,2017-04-14~,2017-11-17,10:00,12:00~,무료,국립국악원,국립국악원,02-580-3358,0,0.0,0,5~7세,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
598,제13회 시흥시립전통예술단 특별기획공연 전통연희극 '호조벌 스캔들',예악당,제13회 시흥시립전통예술단 특별기획공연 전통연희극 '호조벌 스캔들',2017-04-15~,2017-04-15,19:30,20:50~,무료,국립국악원,김원민,02-580-3300,0,722.0,0,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
599,<열두줄에 놀다>,풍류사랑방,제42회 최진 가야금 독주회,2017-04-16~,2017-04-16,17:00,18:20~,유료,국립국악원,한국교원대학교,02-580-3300,0,140.0,A석:20000원,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
600,최승희의 아리랑,우면당,최승희의 아리랑,2017-04-16~,2017-04-16,17:00,18:00~,무료,국립국악원,(사)문화예술통합연구회,02-580-3300,0,375.0,0,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
601,4월  희망의 二夜記,예악당,국립국악원 창작악단 제93회 정기연주회,2017-04-26~,2017-04-27,20:00,21:15~,유료,국립국악원,국립국악원,02-580-3300,0,722.0,S석:15000원 A석:10000원 B석:5000원,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
602,4월  희망의 二夜記,예악당,국립국악원 창작악단 제93회 정기연주회,2017-04-26~,2017-04-27,20:00,21:15~,유료,국립국악원,국립국악원,02-580-3300,0,722.0,S석:30000원 A석:20000원 B석:10000원,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
603,국악콘서트 다담: 김홍신-인생에도 사용설명서가 있다,우면당,오전의 국악콘서트 ''다담茶談'',2017-03-29~,2017-12-27,11:00,12:30~,유료,국립국악원,국립국악원. 전통공연예술진흥재단,02-580-3300,궁중화장품 후,375.0,A석:10000원 B석:5000원,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
604,국악콘서트 다담: 함익병-건강한 피부  건강한 삶,우면당,오전의 국악콘서트 '다담茶談',2017-03-29~,2017-12-27,11:00,12:30~,유료,국립국악원,국립국악원. 전통공연예술진흥재단,02-580-3300,궁중화장품 후,375.0,A석:10000원 B석:5000원,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
605,국악콘서트 다담: 김태용-영화를 더 재미있게 보는 방법,우면당,오전의 국악콘서트 '다담茶談',2017-03-29~,2017-12-27,11:00,12:30~,유료,국립국악원,국립국악원. 전통공연예술진흥재단,02-580-3300,궁중화장품 후,375.0,A석:10000원 B석:5000원,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
606,국악콘서트 다담: 오은선- 산은 나의 전부,우면당,오전의 국악콘서트 '다담茶談',2017-03-29~,2017-12-27,11:00,12:20~,유료,국립국악원,국립국악원. 전통공연예술진흥재단,02-580-3300,궁중화장품 후,375.0,A석:20000원 B석:10000원,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
607,국악콘서트 다담: 엄선용-사진과 명화 사이,우면당,오전의 국악콘서트 '다담茶談',2017-03-29~,2017-12-27,11:00,12:20~,유료,국립국악원,국립국악원. 전통공연예술진흥재단,02-580-3300,궁중화장품 후,375.0,A석:20000원 B석:10000원,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
608,국악콘서트 다담: 최태성-역사를 기억해야하는 이유,우면당,오전의 국악콘서트 '다담茶談',2017-03-29~,2017-12-27,11:00,12:30~,유료,국립국악원,국립국악원. 전통공연예술진흥재단,02-580-3300,궁중화장품 후,375.0,A석:20000원 B석:10000원,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
609,문화가 있는 날 - 그녀를 믿지 마세요,창녕문화예술회관 대공연장,연극,2018-01-31~,2018-01-31,19:00,20:40~,무료,세종공연예술센터,경상남도 창녕군청,055-530-1911,0,496.0,0,초등학생 이상,0,0,http://www.cng.go.kr/art.web,0,0,경상남도 창녕군 창녕읍 우포2로 1189-25,0,35.544717,128.490241,2020-11-23,5410000,경상남도 창녕군,0
610,2018 신년음악회,창녕문화예술회관 대공연장,콘서트,2018-02-02~,2018-02-02,19:00,20:40~,유료,동방뮤지컬하트,경상남도 창녕군청,055-530-1911,0,496.0,"1층: 20,000원+2층: 15,000원",초등학생 이상,30할인: 창녕문화누리,0,http://www.cng.go.kr/art.web,0,0,경상남도 창녕군 창녕읍 우포2로 1189-25,0,35.544717,128.490241,2020-11-23,5410000,경상남도 창녕군,0
611,문화가 있는 날 - 반쪽형제,창녕문화예술회관 대공연장,연극,2018-02-28~,2018-02-28,19:00,20:30~,무료,세종공연예술센터,경상남도 창녕군청,055-530-1911,0,496.0,0,초등학생 이상,0,0,http://www.cng.go.kr/art.web,0,0,경상남도 창녕군 창녕읍 우포2로 1189-25,0,35.544717,128.490241,2020-11-23,5410000,경상남도 창녕군,0
612,제8회 정기연주회,한국소리문화의전당 명인홀,클래식,2021-07-17~,2021-07-17,18:00,20:00~,유료,르 헤브,르 헤브,063-270-8000,0,0,10000,8세이상관람가,0,0,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2021-07-26,6450000,전라북도,0
613,해설이 있는 음악회,한국소리문화의전당 연지홀,클래식,2021-07-18~,2021-07-18,18:00,22:00~,유료,현대문화,현대문화,063-270-8000,0,0,20000,8세이상관람가,0,0,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2021-07-26,6450000,전라북도,0
614,조선팝:드랍더비트,한국소리문화의전당 야외공연장,대중,2021-07-18~,2021-07-19,19:30,22:00~,무료,KBS전주,KBS한국방송공사,063-270-8000,0,0,0,8세이상관람가,0,0,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2021-07-26,6450000,전라북도,0
615,음악교육신문전주지사콩쿨 수상자연주회,한국소리문화의전당 연지홀,클래식,2021-07-22~,2021-07-22,19:30,21:00~,무료,음악교육신문전주지사,음악교육신문전주지사,063-270-8000,0,0,0,8세이상관람가,0,0,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2021-07-26,6450000,전라북도,0
616,송예지 피아노 독주회,한국소리문화의전당 연지홀,클래식,2021-07-23~,2021-07-23,19:30,21:00~,유료,송예지,송예지,063-270-8000,0,0,20000,8세이상관람가,0,0,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2021-07-26,6450000,전라북도,0
617,최은정 바이올린 독주회,한국소리문화의전당 명인홀,클래식,2021-07-23~,2021-07-23,19:30,21:00~,유료,최은정,최은정,063-270-8000,0,0,20000,8세이상관람가,0,0,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2021-07-26,6450000,전라북도,0
618,"기록_소리애, 십일년의 발자국",한국소리문화의전당 연지홀,국악,2021-07-25~,2021-07-25,16:00,17:00~,유료,퓨전국악 소리애,퓨전국악 소리애,063-270-8000,0,0,10000,8세이상관람가,0,0,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2021-07-26,6450000,전라북도,0
619,제6회 센세이션 브라스 정기연주회,한국소리문화의전당 명인홀,클래식,2021-07-25~,2021-07-25,19:00,21:00~,유료,센세이션 브라스,센세이션 브라스,063-270-8000,0,0,"10,000+청소년 5,000",8세이상관람가,0,0,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2021-07-26,6450000,전라북도,0
620,코로나19 극복을 위한 치유의 향연,한국소리문화의전당 연지홀,클래식,2021-07-28~,2021-07-28,19:30,21:00~,무료,클라비어듀오연구회,클라비어듀오연구회,063-270-8000,0,0,0,8세이상관람가,0,0,http://www.sori21.co.kr/index.sko,http://www.sori21.co.kr/index.sko,Y,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동 1가 산1-1,35.85477195,127.1393284,2021-07-26,6450000,전라북도,0
